FEMA Code,Year,State,Official FEMA Name,Declaration URL,Term 1,Term 2,Term 3,Term 4,Term 5,Term 6,Term 7,Term 8,Term 9,Term 10,Term 11,Term 12,Term 13,Term 14,Term 15,Term 16,Term 17,Term 18,Term 19,Term 20
1679,2007,Florida,Florida Severe Storms and Tornadoes,https://www.fema.gov/disaster/1679,Florida storms February 2007,Florida tornado February 2007,,,,,,,,,,,,,,,,,,
1634,2006,Tennessee,Tennessee Severe Storms and Tornadoes,https://www.fema.gov/disaster/1634,Tennessee storms April 2006,Tennessee tornado April 2006,western Tennessee tornado 2006,Dyersburg Tennessee tornado 2006,,,,,,,,,,,,,,,,
1507,2004,Ohio,"Ohio Severe Storms, Flooding, Mudslides, and Landslides",https://www.fema.gov/disaster/1507,Ohio flood January 2004,Ohio storms January 2004,Ohio mudslide January 2004,Ohio landslide January 2004,,,,,,,,,,,,,,,,
1997,2011,Indiana,"Indiana Severe Storms, Tornadoes, Straight-Line Winds, and",https://www.fema.gov/disaster/1997,Indiana storms April 2011,Indiana tornado April 2011,Indiana straight-line winds April 2011,,,,,,,,,,,,,,,,,
4107,2013,Rhode Island,Rhode Island Severe Winter Storm and Snowstorm,https://www.fema.gov/disaster/4107,Rhode Island winter storm February 2013,Rhode Island snowstorm February 2013,Rhode Island Nemo blizzard 2013,Providence snowstorm February 2013,Rhode Island February 2013 storm,,,,,,,,,,,,,,,
1889,2010,New Jersey,New Jersey Severe Winter Storm and Snowstorm,https://www.fema.gov/disaster/1889,New Jersey winter storm February 2010,New Jersey snowstorm February 2010,New Jersey Snowmageddon 2010,North Jersey blizzard February 2010,,,,,,,,,,,,,,,,
1610,2005,New Hampshire,New Hampshire Severe Storms and Flooding,https://www.fema.gov/disaster/1610,New Hampshire flood October 2005,New Hampshire storms October 2005,Merrimack River flood October 2005,New Hampshire flooding October 2005,,,,,,,,,,,,,,,,
4836,2024,Alaska,Alaska Flooding,https://www.fema.gov/disaster/4836,Alaska flood August 2024,south-central Alaska flood 2024,,,,,,,,,,,,,,,,,,
4047,2011,New Mexico,New Mexico Flooding,https://www.fema.gov/disaster/4047,New Mexico flood August 2011,Rio Grande flood New Mexico 2011,Albuquerque flood August 2011,New Mexico monsoon flood August 2011,,,,,,,,,,,,,,,,
1702,2007,South Dakota,"South Dakota Severe Storms, Tornadoes, and Flooding",https://www.fema.gov/disaster/1702,South Dakota flood May 2007,South Dakota storms May 2007,South Dakota tornado May 2007,,,,,,,,,,,,,,,,,
4330,2017,Vermont,Vermont Severe Storms and Flooding,https://www.fema.gov/disaster/4330,Vermont flood June 2017,Vermont storms June 2017,Mad River flood Vermont June 2017,Waitsfield Vermont flood 2017,Winooski River flood June 2017,,,,,,,,,,,,,,,
1921,2010,Minnesota,"Minnesota Severe Storms, Tornadoes, and Flooding",https://www.fema.gov/disaster/1921,Minnesota flood June 2010,Minnesota storms June 2010,Minnesota tornado June 2010,Wadena Minnesota Tornado,Wadena EF4 Tornado,Albert Lea Tornado,,,,,,,,,,,,,,
4792,2024,Tennessee,"Tennessee Severe Storms, Tornadoes, and Flooding",https://www.fema.gov/disaster/4792,Tennessee flood May 2024,Tennessee storms May 2024,Tennessee tornado May 2024,,,,,,,,,,,,,,,,,
4719,2023,Maine,Maine Severe Storm and Flooding,https://www.fema.gov/disaster/4719,Maine flood April 2023,Maine storms April 2023,Maine coastal storm April 2023,Portland Maine flooding 2023,,,,,,,,,,,,,,,,
1547,2004,South Carolina,South Carolina Tropical Storm Gaston,https://www.fema.gov/disaster/1547,Tropical Storm Gaston South Carolina,Tropical Storm Gaston 2004,Gaston South Carolina 2004,South Carolina storms August 2004,,,,,,,,,,,,,,,,
1879,2010,North Dakota,North Dakota Severe Winter Storm,https://www.fema.gov/disaster/1879,North Dakota winter storm January 2010,North Dakota blizzard January 2010,Bismarck storm January 2010,,,,,,,,,,,,,,,,,
4099,2012,Pennsylvania,Pennsylvania Hurricane Sandy,https://www.fema.gov/disaster/4099,Hurricane Sandy Pennsylvania,Sandy Pennsylvania 2012,Pennsylvania storms October 2012,,,,,,,,,,,,,,,,,
1900,2010,Minnesota,Minnesota Flooding,https://www.fema.gov/disaster/1900,Minnesota flood March 2010,Minnesota spring flood March 2010,Red River Minnesota flood 2010,Roseau River flood 2010,,,,,,,,,,,,,,,,
1515,2004,North Dakota,"North Dakota Severe Storms, Flooding, and Ground Saturation",https://www.fema.gov/disaster/1515,North Dakota flood March 2004,North Dakota storms March 2004,North Dakota spring flood March 2004,Red River flood 2004,Fargo area flood March 2004,,,,,,,,,,,,,,,
4304,2017,Kansas,Kansas Severe Winter Storm,https://www.fema.gov/disaster/4304,Kansas winter storm January 2017,Kansas ice storm January 2017,Wichita ice storm January 2017,south central Kansas ice storm 2017,,,,,,,,,,,,,,,,
1848,2009,Kansas,Kansas Severe Winter Storm and Record and Near Record Snow,https://www.fema.gov/disaster/1848,Kansas winter storm March 2009,Kansas ice storm March 2009,Wichita snowstorm March 2009,central Kansas storm March 2009,,,,,,,,,,,,,,,,
4114,2013,Iowa,Iowa Severe Winter Storm,https://www.fema.gov/disaster/4114,Iowa winter storm April 2013,Iowa blizzard April 2013,Iowa late spring snowstorm 2013,Iowa City snowstorm April 2013,,,,,,,,,,,,,,,,
4837,2024,North Carolina,North Carolina Potential Tropical Cyclone Eight,https://www.fema.gov/disaster/4837,North Carolina storms September 2024,,,,,,,,,,,,,,,,,,,
1571,2004,Alaska,"Alaska Severe Winter Storm, Tidal Surges and Flooding",https://www.fema.gov/disaster/1571,Alaska flood October 2004,Alaska winter storm October 2004,Alaska coastal storm October 2004,Nome storm October 2004,Bering Sea storm 2004,,,,,,,,,,,,,,,
4226,2015,Arkansas,"Arkansas Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",https://www.fema.gov/disaster/4226,Arkansas flood May 2015,Arkansas storms May 2015,Arkansas tornado May 2015,Arkansas straight-line winds May 2015,,,,,,,,,,,,,,,,
4636,2021,Missouri,"Missouri Severe Storms, Straight-Line Winds, and Tornadoes",https://www.fema.gov/disaster/4636,Missouri storms December 2021,Missouri tornado December 2021,Missouri straight-line winds December 2021,,,,,,,,,,,,,,,,,
4097,2012,Massachusetts,Massachusetts Hurricane Sandy,https://www.fema.gov/disaster/4097,Hurricane Sandy Massachusetts,Sandy Massachusetts 2012,Massachusetts storms October 2012,,,,,,,,,,,,,,,,,
4710,2023,Alabama,"Alabama Severe Storms, Straight-Line Winds, and Tornadoes",https://www.fema.gov/disaster/4710,Alabama storms March 2023,Alabama tornado March 2023,Alabama straight-line winds March 2023,,,,,,,,,,,,,,,,,
1867,2009,New Jersey,New Jersey Severe Storms and Flooding Associated with Tropical Depression Ida and a Nor'eas,https://www.fema.gov/disaster/1867,Tropical Storm Ida New Jersey,Tropical Storm Ida 2009,Ida New Jersey 2009,New Jersey flood November 2009,New Jersey storms November 2009,,,,,,,,,,,,,,,
4231,2015,New Jersey,New Jersey Severe Storm,https://www.fema.gov/disaster/4231,New Jersey storms June 2015,Passaic River flood June 2015,North Jersey flood 2015,,,,,,,,,,,,,,,,,
1687,2007,Alabama,Alabama Severe Storms and Tornadoes,https://www.fema.gov/disaster/1687,Alabama storms March 2007,Alabama tornado March 2007,central Alabama tornado March 2007,Autauga County tornado 2007,Prattville Alabama tornado 2007,,,,,,,,,,,,,,,
1662,2006,Indiana,Indiana Severe Storms and Flooding,https://www.fema.gov/disaster/1662,Indiana flood September 2006,Indiana storms September 2006,White River Indiana flood September 2006,Indianapolis area flood 2006,central Indiana flood September 2006,,,,,,,,,,,,,,,
1796,2008,Alaska,"Alaska Severe Storms, Flooding, Landslides, and Mudslides",https://www.fema.gov/disaster/1796,Alaska flood July 2008,Alaska storms July 2008,Alaska mudslide July 2008,Alaska landslide July 2008,,,,,,,,,,,,,,,,
4183,2014,Nebraska,"Nebraska Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",https://www.fema.gov/disaster/4183,Nebraska flood June 2014,Nebraska storms June 2014,Nebraska tornado June 2014,Nebraska straight-line winds June 2014,,,,,,,,,,,,,,,,
4149,2013,Pennsylvania,"Pennsylvania Severe Storms, Tornadoes, and Flooding",https://www.fema.gov/disaster/4149,Pennsylvania flood June 2013,Pennsylvania storms June 2013,Pennsylvania tornado June 2013,,,,,,,,,,,,,,,,,
1922,2010,Montana,Montana Severe Storms and Flooding,https://www.fema.gov/disaster/1922,Montana flood June 2010,Montana storms June 2010,Clark Fork River flood Montana June 2010,Missoula flood 2010,Bitterroot River flood 2010,,,,,,,,,,,,,,,
1779,2008,Nebraska,"Nebraska Severe Storms, Straight-Line Winds, and Flooding",https://www.fema.gov/disaster/1779,Nebraska flood June 2008,Nebraska storms June 2008,Nebraska straight-line winds June 2008,,,,,,,,,,,,,,,,,
1826,2009,Illinois,Illinois Severe Winter Storm,https://www.fema.gov/disaster/1826,Illinois winter storm January 2009,Illinois ice storm January 2009,Quincy Illinois storm January 2009,Illinois power outage ice storm January 2009,,,,,,,,,,,,,,,,
1936,2010,New Mexico,New Mexico Severe Storms and Flooding,https://www.fema.gov/disaster/1936,New Mexico flood July 2010,New Mexico storms July 2010,Albuquerque monsoon flood July 2010,Rio Grande New Mexico 2010,,,,,,,,,,,,,,,,
4546,2020,Alabama,Alabama Severe Storms and Flooding,https://www.fema.gov/disaster/4546,Alabama flood February 2020,Alabama storms February 2020,Pickens County Alabama flood 2020,Tombigbee River flood Alabama 2020,,,,,,,,,,,,,,,,
1499,2003,Washington,Washington Severe Storms and Flooding,https://www.fema.gov/disaster/1499,Washington flood October 2003,Washington storms October 2003,,,,,,,,,,,,,,,,,,
1978,2011,Tennessee,"Tennessee Severe Storms, Flooding, Tornadoes, and Straight-Line Winds",https://www.fema.gov/disaster/1978,Tennessee flood April 2011,Tennessee storms April 2011,Tennessee tornado April 2011,Tennessee straight-line winds April 2011,,,,,,,,,,,,,,,,
4760,2023,North Dakota,North Dakota Severe Winter Storm and Straight-Line Winds,https://www.fema.gov/disaster/4760,North Dakota straight-line winds December 2023,North Dakota winter storm December 2023,North Dakota blizzard December 2023,Bismarck storm December 2023,,,,,,,,,,,,,,,,
4740,2023,New Hampshire,New Hampshire Severe Storms and Flooding,https://www.fema.gov/disaster/4740,New Hampshire flood July 2023,New Hampshire storms July 2023,Pemigewasset River flood New Hampshire July 2023,Plymouth NH flood 2023,,,,,,,,,,,,,,,,
4884,2025,West Virginia,"West Virginia Severe Storms, Straight-Line Winds, Flooding, Landslides, and Mudslides",https://www.fema.gov/disaster/4884,West Virginia flood June 2025,West Virginia storms June 2025,West Virginia straight-line winds June 2025,West Virginia mudslide June 2025,West Virginia landslide June 2025,,,,,,,,,,,,,,,
1918,2010,West Virginia,"West Virginia Severe Storms, Flooding, Mudslides, and Landslides",https://www.fema.gov/disaster/1918,West Virginia flood June 2010,West Virginia storms June 2010,West Virginia mudslide June 2010,West Virginia landslide June 2010,,,,,,,,,,,,,,,,
4886,2025,New Mexico,"New Mexico Severe Storms, Flooding, and Landslides",https://www.fema.gov/disaster/4886,New Mexico flood June 2025,New Mexico storms June 2025,New Mexico landslide June 2025,,,,,,,,,,,,,,,,,
1849,2009,Kansas,"Kansas Severe Storms, Flooding, Straight-Line Winds, and Tornadoes",https://www.fema.gov/disaster/1849,Kansas flood April 2009,Kansas storms April 2009,Kansas tornado April 2009,Kansas straight-line winds April 2009,,,,,,,,,,,,,,,,
4257,2015,Alaska,Alaska Severe Storm,https://www.fema.gov/disaster/4257,Alaska storms December 2015,western Alaska coastal storm December 2015,Nome storm December 2015,,,,,,,,,,,,,,,,,
4624,2021,New Hampshire,New Hampshire Severe Storm and Flooding,https://www.fema.gov/disaster/4624,New Hampshire flood July 2021,New Hampshire storms July 2021,New Hampshire Pemigewasset River flood 2021,Plymouth NH flood July 2021,,,,,,,,,,,,,,,,
4656,2022,South Dakota,"South Dakota Severe Storm, Straight-Line Winds, Tornadoes, and Flooding",https://www.fema.gov/disaster/4656,South Dakota flood May 2022,South Dakota storms May 2022,South Dakota tornado May 2022,South Dakota straight-line winds May 2022,,,,,,,,,,,,,,,,
4475,2019,North Dakota,North Dakota Flooding,https://www.fema.gov/disaster/4475,North Dakota flood October 2019,Souris River flood 2019,Mouse River flood North Dakota 2019,,,,,,,,,,,,,,,,,
4228,2015,Louisiana,Louisiana Severe Storms and Flooding,https://www.fema.gov/disaster/4228,Louisiana flood May 2015,Louisiana storms May 2015,Baton Rouge area flood May 2015,Amite River flood 2015,,,,,,,,,,,,,,,,
4303,2017,Nevada,"Nevada Severe Winter Storms, Flooding, and Mudslides",https://www.fema.gov/disaster/4303,Nevada flood January 2017,Nevada winter storm January 2017,Nevada mudslide January 2017,,,,,,,,,,,,,,,,,
4253,2015,Washington,"Washington Severe Winter Storm, Straight-Line Winds, Flooding, Landslides, Mudslides, and a t",https://www.fema.gov/disaster/4253,Washington flood December 2015,Washington straight-line winds December 2015,Washington winter storm December 2015,Washington mudslide December 2015,Washington landslide December 2015,,,,,,,,,,,,,,,
1828,2009,Indiana,Indiana Severe Winter Storm,https://www.fema.gov/disaster/1828,Indiana winter storm January 2009,Indiana ice storm January 2009,Fort Wayne ice storm 2009,Indianapolis winter storm January 2009,,,,,,,,,,,,,,,,
1917,2010,Oklahoma,"Oklahoma Severe Storms, Tornadoes, and Straight-Line Winds",https://www.fema.gov/disaster/1917,Oklahoma storms May 2010,Oklahoma tornado May 2010,Oklahoma straight-line winds May 2010,,,,,,,,,,,,,,,,,
1625,2005,South Carolina,South Carolina Severe Ice Storm,https://www.fema.gov/disaster/1625,South Carolina storms December 2005,South Carolina ice storm December 2005,Columbia SC ice storm December 2005,,,,,,,,,,,,,,,,,
4605,2021,West Virginia,West Virginia Severe Storms and Flooding,https://www.fema.gov/disaster/4605,West Virginia flood February 2021,West Virginia storms February 2021,,,,,,,,,,,,,,,,,,
4201,2014,Hawaii,Hawaii Pu'u O'o Volcanic Eruption and Lava Flow,https://www.fema.gov/disaster/4201,Hawaii volcanic eruption September 2014,Pahoa lava flow 2014,Kilauea lava Pahoa Hawaii,Puna district lava flow 2014,Big Island lava flow September 2014,Hawaii County lava emergency 2014,Pu'u O'o lava Pahoa 2014,,,,,,,,,,,,,
1633,2006,Illinois,Illinois Tornadoes and Severe Storms,https://www.fema.gov/disaster/1633,Illinois storms March 2006,Illinois tornado March 2006,Springfield Illinois tornado March 2006,central Illinois storms March 2006,,,,,,,,,,,,,,,,
4553,2020,North Dakota,North Dakota Flooding,https://www.fema.gov/disaster/4553,North Dakota flood April 2020,Devils Lake flood 2020,North Dakota spring flood 2020,,,,,,,,,,,,,,,,,
1989,2011,Oklahoma,"Oklahoma Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",https://www.fema.gov/disaster/1989,Oklahoma flood May 2011,Oklahoma storms May 2011,Oklahoma tornado May 2011,Oklahoma straight-line winds May 2011,,,,,,,,,,,,,,,,
4452,2019,Oregon,"Oregon Severe Storms, Flooding, Landslides, and Mudslides",https://www.fema.gov/disaster/4452,Oregon flood April 2019,Oregon storms April 2019,Oregon mudslide April 2019,Oregon landslide April 2019,,,,,,,,,,,,,,,,
4230,2015,Kansas,"Kansas Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",https://www.fema.gov/disaster/4230,Kansas flood May 2015,Kansas storms May 2015,Kansas tornado May 2015,Kansas straight-line winds May 2015,,,,,,,,,,,,,,,,
4009,2011,Minnesota,"Minnesota Severe Storms, Flooding, and Tornadoes",https://www.fema.gov/disaster/4009,Minnesota flood July 2011,Minnesota storms July 2011,Minnesota tornado July 2011,,,,,,,,,,,,,,,,,
1614,2005,Massachusetts,Massachusetts Severe Storms and Flooding,https://www.fema.gov/disaster/1614,Massachusetts flood October 2005,Massachusetts storms October 2005,,,,,,,,,,,,,,,,,,
1824,2008,Oregon,"Oregon Severe Winter Storm, Record and Near Record Snow",https://www.fema.gov/disaster/1824,Oregon winter storm December 2008,Portland Oregon ice storm December 2008,Oregon snowstorm December 2008,Willamette Valley ice storm December 2008,,,,,,,,,,,,,,,,
4722,2023,Minnesota,Minnesota Severe Storms and Flooding,https://www.fema.gov/disaster/4722,Minnesota flood April 2023,Minnesota storms April 2023,Minnesota spring flood April 2023,southern Minnesota flood April 2023,Cannon River flood April 2023,,,,,,,,,,,,,,,
1660,2006,Arizona,Arizona Severe Storms and Flooding,https://www.fema.gov/disaster/1660,Arizona flood July 2006,Arizona storms July 2006,Arizona monsoon flood July 2006,Phoenix area flood July 2006,Maricopa County flood 2006,,,,,,,,,,,,,,,
1906,2010,Mississippi,"Mississippi Severe Storms, Tornadoes, and Flooding",https://www.fema.gov/disaster/1906,Mississippi flood April 2010,Mississippi storms April 2010,Mississippi tornado April 2010,,,,,,,,,,,,,,,,,
4186,2014,South Dakota,"South Dakota Severe Storms, Tornadoes, and Flooding",https://www.fema.gov/disaster/4186,South Dakota flood June 2014,South Dakota storms June 2014,South Dakota tornado June 2014,,,,,,,,,,,,,,,,,
4059,2012,West Virginia,"West Virginia Severe Storms, Tornadoes, Flooding, Mudslides, and Landslides",https://www.fema.gov/disaster/4059,West Virginia flood February 2012,West Virginia storms February 2012,West Virginia tornado February 2012,West Virginia mudslide February 2012,West Virginia landslide February 2012,,,,,,,,,,,,,,,
1538,2004,Pennsylvania,Pennsylvania Severe Storms and Flooding,https://www.fema.gov/disaster/1538,Pennsylvania flood July 2004,Pennsylvania storms July 2004,Susquehanna River flood Pennsylvania July 2004,Wilkes-Barre flood July 2004,Luzerne County flood July 2004,,,,,,,,,,,,,,,
1842,2009,Alabama,"Alabama Severe Storms, Tornadoes, Flooding, and Straight-Line Winds",https://www.fema.gov/disaster/1842,Alabama flood May 2009,Alabama storms May 2009,Alabama tornado May 2009,Alabama straight-line winds May 2009,,,,,,,,,,,,,,,,
4538,2020,Mississippi,"Mississippi Severe Storms, Flooding, and Mudslides",https://www.fema.gov/disaster/4538,Mississippi flood February 2020,Mississippi storms February 2020,Mississippi mudslide February 2020,,,,,,,,,,,,,,,,,
1893,2010,West Virginia,"West Virginia Severe Storms, Flooding, Mudslides, and Landslides",https://www.fema.gov/disaster/1893,West Virginia flood March 2010,West Virginia storms March 2010,West Virginia mudslide March 2010,West Virginia landslide March 2010,,,,,,,,,,,,,,,,
4146,2013,North Carolina,"North Carolina Severe Storms, Flooding, Landslides, and Mudslides",https://www.fema.gov/disaster/4146,North Carolina flood July 2013,North Carolina storms July 2013,North Carolina mudslide July 2013,North Carolina landslide July 2013,,,,,,,,,,,,,,,,
4092,2012,Virginia,Virginia Hurricane Sandy,https://www.fema.gov/disaster/4092,Hurricane Sandy Virginia,Sandy Virginia 2012,Virginia storms October 2012,,,,,,,,,,,,,,,,,
4350,2017,Mississippi,Mississippi Hurricane Nate,https://www.fema.gov/disaster/4350,Hurricane Nate Mississippi,Nate Mississippi 2017,Mississippi storms October 2017,,,,,,,,,,,,,,,,,
4351,2017,Alaska,Alaska Severe Storm,https://www.fema.gov/disaster/4351,Alaska storms September 2017,Bering Sea storm Alaska September 2017,western Alaska storm 2017,,,,,,,,,,,,,,,,,
4215,2015,Georgia,Georgia Severe Winter Storm,https://www.fema.gov/disaster/4215,Georgia winter storm February 2015,Atlanta ice storm February 2015,Georgia ice storm February 2015,Cobb County Georgia ice 2015,,,,,,,,,,,,,,,,
1769,2008,West Virginia,"West Virginia Severe Storms, Tornadoes, Flooding, Mudslides, and",https://www.fema.gov/disaster/1769,West Virginia flood June 2008,West Virginia storms June 2008,West Virginia tornado June 2008,West Virginia mudslide June 2008,,,,,,,,,,,,,,,,
1535,2004,Kansas,"Kansas Severe Storms, Flooding, and Tornadoes",https://www.fema.gov/disaster/1535,Kansas flood June 2004,Kansas storms June 2004,Kansas tornado June 2004,,,,,,,,,,,,,,,,,
4355,2017,New Hampshire,New Hampshire Severe Storm and Flooding,https://www.fema.gov/disaster/4355,New Hampshire flood October 2017,New Hampshire storms October 2017,Contoocook River flood October 2017,,,,,,,,,,,,,,,,,
1510,2003,Oregon,Oregon Severe Winter Storms,https://www.fema.gov/disaster/1510,Oregon winter storm December 2003,Oregon ice storm December 2003,Portland ice storm 2003,Willamette Valley storm December 2003,,,,,,,,,,,,,,,,
4742,2023,Tennessee,"Tennessee Severe Storms, Straight-Line Winds, and Tornado",https://www.fema.gov/disaster/4742,Tennessee storms August 2023,Tennessee tornado August 2023,Tennessee straight-line winds August 2023,,,,,,,,,,,,,,,,,
1684,2006,Pennsylvania,Pennsylvania Severe Storms and Flooding,https://www.fema.gov/disaster/1684,Pennsylvania flood November 2006,Pennsylvania storms November 2006,Susquehanna River Pennsylvania flood November 2006,Luzerne County flood November 2006,,,,,,,,,,,,,,,,
4150,2013,Kansas,"Kansas Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",https://www.fema.gov/disaster/4150,Kansas flood July 2013,Kansas storms July 2013,Kansas tornado July 2013,Kansas straight-line winds July 2013,,,,,,,,,,,,,,,,
1708,2007,Missouri,Missouri Severe Storms and Flooding,https://www.fema.gov/disaster/1708,Missouri flood May 2007,Missouri storms May 2007,Osage River flood Missouri May 2007,Lake of the Ozarks flood 2007,,,,,,,,,,,,,,,,
4708,2023,Nevada,"Nevada Severe Winter Storms, Flooding, Landslides, and Mudslides",https://www.fema.gov/disaster/4708,Nevada flood March 2023,Nevada winter storm March 2023,Nevada mudslide March 2023,Nevada landslide March 2023,,,,,,,,,,,,,,,,
4414,2018,Minnesota,Minnesota Severe Storms and Flooding,https://www.fema.gov/disaster/4414,Minnesota flood October 2018,Minnesota storms October 2018,Red Lake River flood Minnesota October 2018,Marshall Minnesota flood October 2018,southwest Minnesota flood October 2018,,,,,,,,,,,,,,,
4290,2016,Minnesota,Minnesota Severe Storms and Flooding,https://www.fema.gov/disaster/4290,Minnesota flood September 2016,Minnesota storms September 2016,southern Minnesota flood September 2016,Root River flood September 2016,Lanesboro Minnesota flood 2016,,,,,,,,,,,,,,,
4578,2020,Utah,Utah Straight-Line Winds,https://www.fema.gov/disaster/4578,Utah straight-line winds September 2020,,,,,,,,,,,,,,,,,,,
4847,2024,Montana,Montana Severe Storm and Straight-Line Winds,https://www.fema.gov/disaster/4847,Montana storms August 2024,Montana straight-line winds August 2024,Billings Montana derecho August 2024,eastern Montana straight-line winds August 2024,,,,,,,,,,,,,,,,
4662,2022,Nebraska,Nebraska Severe Storms and Straight-Line Winds,https://www.fema.gov/disaster/4662,Nebraska storms May 2022,Nebraska straight-line winds May 2022,Nebraska May 2022 tornado,Lincoln Nebraska storm May 2022,,,,,,,,,,,,,,,,
4700,2023,Arkansas,Arkansas Severe Winter Storm,https://www.fema.gov/disaster/4700,Arkansas winter storm January 2023,Arkansas ice storm January 2023,Little Rock ice storm 2023,,,,,,,,,,,,,,,,,
4128,2013,North Dakota,North Dakota Severe Storms and Flooding,https://www.fema.gov/disaster/4128,North Dakota Souris River flood May 2013,North Dakota storms May 2013,Mouse River flood 2013,Minot area flood 2013,,,,,,,,,,,,,,,,
4307,2017,Nevada,"Nevada Severe Winter Storms, Flooding, and Mudslides",https://www.fema.gov/disaster/4307,Nevada flood February 2017,Nevada winter storm February 2017,Nevada mudslide February 2017,,,,,,,,,,,,,,,,,
4298,2016,South Dakota,South Dakota Severe Winter Storm,https://www.fema.gov/disaster/4298,South Dakota winter storm December 2016,South Dakota blizzard December 2016,Aberdeen storm December 2016,,,,,,,,,,,,,,,,,
4179,2014,Nebraska,"Nebraska Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",https://www.fema.gov/disaster/4179,Nebraska flood May 2014,Nebraska storms May 2014,Nebraska tornado May 2014,Nebraska straight-line winds May 2014,Pilger Nebraska EF4 Tornado,Stanton County Tornado,Wisner Nebraska Tornado,,,,,,,,,,,,,
1759,2008,South Dakota,South Dakota Severe Winter Storm and Record and Near Record Snow,https://www.fema.gov/disaster/1759,South Dakota winter storm May 2008,South Dakota blizzard May 2008,Black Hills snowstorm May 2008,,,,,,,,,,,,,,,,,
4818,2024,New York,New York Severe Storm and Flooding,https://www.fema.gov/disaster/4818,New York flood August 2024,"New York storms August 8, 2024",,,,,,,,,,,,,,,,,,
1815,2008,Maine,Maine Severe Winter Storm and Flooding,https://www.fema.gov/disaster/1815,Maine flood December 2008,Maine winter storm December 2008,Maine ice storm December 2008,Portland Maine ice storm 2008,,,,,,,,,,,,,,,,
4556,2020,Arkansas,Arkansas Severe Storms and Straight-Line Winds,https://www.fema.gov/disaster/4556,Arkansas storms April 2020,Arkansas straight-line winds April 2020,McNeil Arkansas tornado April 2020,Hampton Arkansas tornado 2020,Calhoun County Arkansas tornado April 2020,south Arkansas tornado April 12 2020,,,,,,,,,,,,,,
4254,2015,Arkansas,"Arkansas Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",https://www.fema.gov/disaster/4254,Arkansas flood December 2015,Arkansas storms December 2015,Arkansas tornado December 2015,Arkansas straight-line winds December 2015,,,,,,,,,,,,,,,,
1530,2004,New Jersey,New Jersey Severe Storms and Flooding,https://www.fema.gov/disaster/1530,New Jersey flood July 2004,New Jersey storms July 2004,,,,,,,,,,,,,,,,,,
4878,2025,Tennessee,"Tennessee Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",https://www.fema.gov/disaster/4878,Tennessee flood April 2025,Tennessee storms April 2025,Tennessee tornado April 2025,Tennessee straight-line winds April 2025,,,,,,,,,,,,,,,,
1586,2005,Arizona,Arizona Severe Storms and Flooding,https://www.fema.gov/disaster/1586,Arizona flood February 2005,Arizona storms February 2005,Maricopa County flood February 2005,,,,,,,,,,,,,,,,,
4587,2021,Oklahoma,Oklahoma Severe Winter Storms,https://www.fema.gov/disaster/4587,Oklahoma winter storm February 2021,Oklahoma ice storm February 2021,Oklahoma City ice storm February 2021,Norman Oklahoma ice storm February 2021,,,,,,,,,,,,,,,,
4173,2014,Indiana,Indiana Severe Winter Storm and Snowstorm,https://www.fema.gov/disaster/4173,Indiana winter storm January 2014,Indiana snowstorm January 2014,,,,,,,,,,,,,,,,,,
1775,2008,Oklahoma,Oklahoma Severe Storms and Flooding,https://www.fema.gov/disaster/1775,Oklahoma flood June 2008,Oklahoma storms June 2008,Tulsa area flood June 2008,Arkansas River flood Oklahoma June 2008,Bartlesville Oklahoma flood 2008,,,,,,,,,,,,,,,
4467,2019,South Dakota,"South Dakota Severe Storms, Tornadoes, and Flooding",https://www.fema.gov/disaster/4467,South Dakota flood June 2019,South Dakota storms June 2019,South Dakota tornado June 2019,,,,,,,,,,,,,,,,,
4755,2023,New York,New York Severe Storm and Flooding,https://www.fema.gov/disaster/4755,New York flood September 2023,New York storms September 2023,Hudson Valley flood September 2023,Orange County NY flood September 2023,Catskills flood September 2023,,,,,,,,,,,,,,,
4213,2015,Connecticut,Connecticut Severe Winter Storm and Snowstorm,https://www.fema.gov/disaster/4213,Connecticut winter storm January 2015,Connecticut snowstorm January 2015,Connecticut blizzard January 2015,Hartford snowstorm January 2015,,,,,,,,,,,,,,,,
4313,2017,Idaho,"Idaho Severe Storms, Flooding, Landslides, and Mudslides",https://www.fema.gov/disaster/4313,Idaho flood March 2017,Idaho storms March 2017,Idaho mudslide March 2017,Idaho landslide March 2017,,,,,,,,,,,,,,,,
1669,2006,Alaska,"Alaska Severe Storms, Flooding, Landslides, and Mudslides",https://www.fema.gov/disaster/1669,Alaska flood October 2006,Alaska storms October 2006,Alaska mudslide October 2006,Alaska landslide October 2006,,,,,,,,,,,,,,,,
4554,2020,Alabama,"Alabama Severe Storms, Straight-Line Winds, and Tornadoes",https://www.fema.gov/disaster/4554,Alabama storms April 2020,Alabama tornado April 2020,Alabama straight-line winds April 2020,,,,,,,,,,,,,,,,,
